#EXPORTTYPE:DATA ALL
#FILE:CF-A_1000-ash.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ASCII
#IDENTITY:CF-A_1000-ash
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:TG
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:
#DATE/TIME:08.10.2024 15:04
#CORR. FILE:blanc_1000_air.ngb-bs3
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:---
#LABORATORY:IJL
#OPERATOR:TS
#REMARK:
#SAMPLE:CF-A_1000-ash
#SAMPLE MASS /mg:4.28
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:
#TYPE OF CRUCIBLE:DTA/TG crucible Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:37›C/15,0(K/min)/1000›C/00:00/1000›C/
#SEGMENT:S1-2/2
#SEG. 1:37›C/15,0(K/min)/1000›C
#SEG. 2:1000›C/00:30/1000›C

##Temp./›C;Time/min;Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Segment
 530.81799;32.97000;102.33645;50.00000;40.00000;1
 530.96899;32.98000;102.33645;50.00000;40.00000;1
 531.10797;32.99000;102.33645;50.00000;40.00000;1
 531.26398;33.00000;102.33645;50.00000;40.00000;1
 531.41400;33.01000;102.33645;50.00000;40.00000;1
 531.55402;33.02000;102.33645;50.00000;40.00000;1
 531.71002;33.03000;102.28972;50.00000;40.00000;1
 531.86200;33.04000;102.28972;50.00000;40.00000;1
 532.00800;33.05000;102.28972;50.00000;40.00000;1
 532.15399;33.06000;102.28972;50.00000;40.00000;1
 532.31500;33.07000;102.28972;50.00000;40.00000;1
 532.46301;33.08000;102.28972;50.00000;40.00000;1
 532.60101;33.09000;102.28972;50.00000;40.00000;1
 532.75098;33.10000;102.28972;50.00000;40.00000;1
 532.90900;33.11000;102.28972;50.00000;40.00000;1
 533.04901;33.12000;102.28972;50.00000;40.00000;1
 533.20001;33.13000;102.28972;50.00000;40.00000;1
 533.35999;33.14000;102.28972;50.00000;40.00000;1
 533.50098;33.15000;102.28972;50.00000;40.00000;1
 533.64697;33.16000;102.28972;50.00000;40.00000;1
 533.80499;33.17000;102.28972;50.00000;40.00000;1
 533.94897;33.18000;102.28972;50.00000;40.00000;1
 534.10498;33.19000;102.33645;50.00000;40.00000;1
 534.25098;33.20000;102.33645;50.00000;40.00000;1
 534.39899;33.21000;102.33645;50.00000;40.00000;1
 534.53900;33.22000;102.33645;50.00000;40.00000;1
 534.71002;33.23000;102.33645;50.00000;40.00000;1
 534.86200;33.24000;102.33645;50.00000;40.00000;1
 535.00403;33.25000;102.33645;50.00000;40.00000;1
 535.14899;33.26000;102.33645;50.00000;40.00000;1
 535.29901;33.27000;102.28972;50.00000;40.00000;1
 535.45203;33.28000;102.28972;50.00000;40.00000;1
 535.61200;33.29000;102.28972;50.00000;40.00000;1
 535.74902;33.30000;102.28972;50.00000;40.00000;1
 535.89697;33.31000;102.28972;50.00000;40.00000;1
 536.04797;33.32000;102.28972;50.00000;40.00000;1
 536.20001;33.33000;102.28972;50.00000;40.00000;1
 536.34802;33.34000;102.28972;50.00000;40.00000;1
 536.49298;33.35000;102.28972;50.00000;40.00000;1
 536.64001;33.36000;102.28972;50.00000;40.00000;1
 536.78998;33.37000;102.28972;50.00000;40.00000;1
 536.94598;33.38000;102.28972;50.00000;40.00000;1
 537.09698;33.39000;102.28972;50.00000;40.00000;1
 537.25299;33.40000;102.28972;50.00000;40.00000;1
 537.39697;33.41000;102.28972;50.00000;40.00000;1
 537.54999;33.42000;102.28972;50.00000;40.00000;1
 537.69299;33.43000;102.28972;50.00000;40.00000;1
 537.84698;33.44000;102.28972;50.00000;40.00000;1
 537.99902;33.45000;102.28972;50.00000;40.00000;1
 538.14899;33.46000;102.33645;50.00000;40.00000;1
 538.29303;33.47000;102.33645;50.00000;40.00000;1
 538.44000;33.48000;102.33645;50.00000;40.00000;1
 538.59198;33.49000;102.33645;50.00000;40.00000;1
 538.75098;33.50000;102.33645;50.00000;40.00000;1
 538.89001;33.51000;102.33645;50.00000;40.00000;1
 539.04199;33.52000;102.33645;50.00000;40.00000;1
 539.18701;33.53000;102.33645;50.00000;40.00000;1
 539.34198;33.54000;102.33645;50.00000;40.00000;1
 539.48798;33.55000;102.33645;50.00000;40.00000;1
 539.64203;33.56000;102.33645;50.00000;40.00000;1
 539.78699;33.57000;102.33645;50.00000;40.00000;1
 539.93799;33.58000;102.33645;50.00000;40.00000;1
 540.08801;33.59000;102.33645;50.00000;40.00000;1
 540.23297;33.60000;102.33645;50.00000;40.00000;1
 540.39801;33.61000;102.28972;50.00000;40.00000;1
 540.53900;33.62000;102.28972;50.00000;40.00000;1
 540.68701;33.63000;102.28972;50.00000;40.00000;1
 540.84198;33.64000;102.28972;50.00000;40.00000;1
 540.98798;33.65000;102.28972;50.00000;40.00000;1
 541.12903;33.66000;102.28972;50.00000;40.00000;1
 541.28802;33.67000;102.28972;50.00000;40.00000;1
 541.43903;33.68000;102.28972;50.00000;40.00000;1
 541.58197;33.69000;102.28972;50.00000;40.00000;1
 541.74103;33.70000;102.28972;50.00000;40.00000;1
 541.89001;33.71000;102.28972;50.00000;40.00000;1
 542.03003;33.72000;102.28972;50.00000;40.00000;1
 542.17999;33.73000;102.28972;50.00000;40.00000;1
 542.32202;33.74000;102.33645;50.00000;40.00000;1
 542.48499;33.75000;102.33645;50.00000;40.00000;1
 542.62701;33.76000;102.33645;50.00000;40.00000;1
 542.79102;33.77000;102.33645;50.00000;40.00000;1
 542.93402;33.78000;102.33645;50.00000;40.00000;1
 543.08899;33.79000;102.33645;50.00000;40.00000;1
 543.23499;33.80000;102.33645;50.00000;40.00000;1
 543.39398;33.81000;102.33645;50.00000;40.00000;1
 543.52802;33.82000;102.33645;50.00000;40.00000;1
 543.68103;33.83000;102.33645;50.00000;40.00000;1
 543.84302;33.84000;102.33645;50.00000;40.00000;1
 543.98602;33.85000;102.33645;50.00000;40.00000;1
 544.13300;33.86000;102.33645;50.00000;40.00000;1
 544.27899;33.87000;102.33645;50.00000;40.00000;1
 544.43903;33.88000;102.33645;50.00000;40.00000;1
 544.57800;33.89000;102.33645;50.00000;40.00000;1
 544.73102;33.90000;102.33645;50.00000;40.00000;1
 544.88000;33.91000;102.33645;50.00000;40.00000;1
 545.02899;33.92000;102.33645;50.00000;40.00000;1
 545.18201;33.93000;102.33645;50.00000;40.00000;1
 545.33197;33.94000;102.33645;50.00000;40.00000;1
 545.47302;33.95000;102.33645;50.00000;40.00000;1
 545.62598;33.96000;102.33645;50.00000;40.00000;1
 545.77399;33.97000;102.33645;50.00000;40.00000;1
 545.92200;33.98000;102.33645;50.00000;40.00000;1
 546.08197;33.99000;102.33645;50.00000;40.00000;1
 546.23297;34.00000;102.33645;50.00000;40.00000;1
 546.36798;34.01000;102.33645;50.00000;40.00000;1
 546.52600;34.02000;102.33645;50.00000;40.00000;1
 546.67999;34.03000;102.33645;50.00000;40.00000;1
 546.83398;34.04000;102.33645;50.00000;40.00000;1
 546.97198;34.05000;102.33645;50.00000;40.00000;1
 547.12701;34.06000;102.33645;50.00000;40.00000;1
 547.27899;34.07000;102.33645;50.00000;40.00000;1
 547.42499;34.08000;102.33645;50.00000;40.00000;1
 547.57898;34.09000;102.33645;50.00000;40.00000;1
 547.72601;34.10000;102.33645;50.00000;40.00000;1
 547.87598;34.11000;102.33645;50.00000;40.00000;1
 548.03302;34.12000;102.28972;50.00000;40.00000;1
 548.17499;34.13000;102.28972;50.00000;40.00000;1
 548.32703;34.14000;102.28972;50.00000;40.00000;1
 548.47498;34.15000;102.28972;50.00000;40.00000;1
 548.62000;34.16000;102.28972;50.00000;40.00000;1
 548.77002;34.17000;102.28972;50.00000;40.00000;1
 548.92297;34.18000;102.28972;50.00000;40.00000;1
 549.07599;34.19000;102.28972;50.00000;40.00000;1
 549.22601;34.20000;102.28972;50.00000;40.00000;1
 549.36798;34.21000;102.28972;50.00000;40.00000;1
 549.52197;34.22000;102.28972;50.00000;40.00000;1
 549.67499;34.23000;102.28972;50.00000;40.00000;1
 549.82098;34.24000;102.28972;50.00000;40.00000;1
 549.97101;34.25000;102.28972;50.00000;40.00000;1
 550.11499;34.26000;102.33645;50.00000;40.00000;1
 550.27301;34.27000;102.33645;50.00000;40.00000;1
 550.41302;34.28000;102.33645;50.00000;40.00000;1
 550.57300;34.29000;102.33645;50.00000;40.00000;1
 550.71997;34.30000;102.33645;50.00000;40.00000;1
 550.85901;34.31000;102.33645;50.00000;40.00000;1
 551.00897;34.32000;102.33645;50.00000;40.00000;1
 551.16400;34.33000;102.33645;50.00000;40.00000;1
 551.31598;34.34000;102.28972;50.00000;40.00000;1
 551.46100;34.35000;102.28972;50.00000;40.00000;1
 551.60999;34.36000;102.28972;50.00000;40.00000;1
 551.77002;34.37000;102.28972;50.00000;40.00000;1
 551.92499;34.38000;102.28972;50.00000;40.00000;1
 552.06897;34.39000;102.28972;50.00000;40.00000;1
 552.21802;34.40000;102.28972;50.00000;40.00000;1
 552.37097;34.41000;102.28972;50.00000;40.00000;1
 552.51300;34.42000;102.28972;50.00000;40.00000;1
 552.65997;34.43000;102.28972;50.00000;40.00000;1
 552.81500;34.44000;102.28972;50.00000;40.00000;1
 552.96198;34.45000;102.28972;50.00000;40.00000;1
 553.10901;34.46000;102.28972;50.00000;40.00000;1
 553.26202;34.47000;102.28972;50.00000;40.00000;1
 553.41400;34.48000;102.28972;50.00000;40.00000;1
 553.56097;34.49000;102.28972;50.00000;40.00000;1
 553.71600;34.50000;102.28972;50.00000;40.00000;1
 553.86200;34.51000;102.28972;50.00000;40.00000;1
 554.00800;34.52000;102.28972;50.00000;40.00000;1
 554.16400;34.53000;102.28972;50.00000;40.00000;1
 554.30902;34.54000;102.28972;50.00000;40.00000;1
 554.45599;34.55000;102.33645;50.00000;40.00000;1
 554.60303;34.56000;102.33645;50.00000;40.00000;1
 554.75500;34.57000;102.33645;50.00000;40.00000;1
 554.90900;34.58000;102.33645;50.00000;40.00000;1
 555.04901;34.59000;102.33645;50.00000;40.00000;1
 555.20300;34.60000;102.33645;50.00000;40.00000;1
 555.35199;34.61000;102.33645;50.00000;40.00000;1
 555.50098;34.62000;102.33645;50.00000;40.00000;1
 555.64899;34.63000;102.33645;50.00000;40.00000;1
 555.79498;34.64000;102.33645;50.00000;40.00000;1
 555.95203;34.65000;102.33645;50.00000;40.00000;1
 556.10602;34.66000;102.33645;50.00000;40.00000;1
 556.25098;34.67000;102.35981;50.00000;40.00000;1
 556.40198;34.68000;102.35981;50.00000;40.00000;1
 556.54303;34.69000;102.35981;50.00000;40.00000;1
 556.70001;34.70000;102.35981;50.00000;40.00000;1
 556.85101;34.71000;102.35981;50.00000;40.00000;1
 557.00201;34.72000;102.35981;50.00000;40.00000;1
 557.14600;34.73000;102.35981;50.00000;40.00000;1
 557.29498;34.74000;102.35981;50.00000;40.00000;1
 557.44202;34.75000;102.35981;50.00000;40.00000;1
 557.60199;34.76000;102.35981;50.00000;40.00000;1
 557.74701;34.77000;102.35981;50.00000;40.00000;1
 557.90002;34.78000;102.35981;50.00000;40.00000;1
 558.04401;34.79000;102.38318;50.00000;40.00000;1
 558.19299;34.80000;102.38318;50.00000;40.00000;1
 558.34601;34.81000;102.38318;50.00000;40.00000;1
 558.48999;34.82000;102.38318;50.00000;40.00000;1
 558.63599;34.83000;102.38318;50.00000;40.00000;1
 558.79401;34.84000;102.38318;50.00000;40.00000;1
 558.94702;34.85000;102.38318;50.00000;40.00000;1
 559.09497;34.86000;102.38318;50.00000;40.00000;1
 559.24298;34.87000;102.38318;50.00000;40.00000;1
 559.39203;34.88000;102.38318;50.00000;40.00000;1
 559.54401;34.89000;102.38318;50.00000;40.00000;1
 559.69299;34.90000;102.38318;50.00000;40.00000;1
 559.84399;34.91000;102.38318;50.00000;40.00000;1
 559.99103;34.92000;102.38318;50.00000;40.00000;1
 560.14203;34.93000;102.38318;50.00000;40.00000;1
 560.28998;34.94000;102.38318;50.00000;40.00000;1
 560.44000;34.95000;102.38318;50.00000;40.00000;1
 560.59802;34.96000;102.38318;50.00000;40.00000;1
 560.74402;34.97000;102.38318;50.00000;40.00000;1
 560.89099;34.98000;102.38318;50.00000;40.00000;1
 561.04797;34.99000;102.38318;50.00000;40.00000;1
 561.19299;35.00000;102.38318;50.00000;40.00000;1
 561.34100;35.01000;102.38318;50.00000;40.00000;1
 561.49597;35.02000;102.33645;50.00000;40.00000;1
 561.64001;35.03000;102.33645;50.00000;40.00000;1
 561.79401;35.04000;102.33645;50.00000;40.00000;1
 561.94598;35.05000;102.33645;50.00000;40.00000;1
 562.09198;35.06000;102.33645;50.00000;40.00000;1
 562.24200;35.07000;102.33645;50.00000;40.00000;1
 562.40002;35.08000;102.33645;50.00000;40.00000;1
 562.54102;35.09000;102.33645;50.00000;40.00000;1
 562.69598;35.10000;102.33645;50.00000;40.00000;1
 562.83301;35.11000;102.33645;50.00000;40.00000;1
 562.99402;35.12000;102.33645;50.00000;40.00000;1
 563.14600;35.13000;102.35981;50.00000;40.00000;1
 563.29797;35.14000;102.35981;50.00000;40.00000;1
 563.44702;35.15000;102.35981;50.00000;40.00000;1
 563.59497;35.16000;102.35981;50.00000;40.00000;1
 563.73602;35.17000;102.35981;50.00000;40.00000;1
 563.89001;35.18000;102.35981;50.00000;40.00000;1
 564.03497;35.19000;102.35981;50.00000;40.00000;1
 564.18701;35.20000;102.35981;50.00000;40.00000;1
 564.33502;35.21000;102.35981;50.00000;40.00000;1
 564.49402;35.22000;102.35981;50.00000;40.00000;1
 564.64001;35.23000;102.38318;50.00000;40.00000;1
 564.78302;35.24000;102.38318;50.00000;40.00000;1
 564.93500;35.25000;102.38318;50.00000;40.00000;1
 565.09100;35.26000;102.38318;50.00000;40.00000;1
 565.23901;35.27000;102.38318;50.00000;40.00000;1
 565.38898;35.28000;102.38318;50.00000;40.00000;1
 565.52899;35.29000;102.38318;50.00000;40.00000;1
 565.68701;35.30000;102.38318;50.00000;40.00000;1
 565.84100;35.31000;102.38318;50.00000;40.00000;1
 565.97400;35.32000;102.38318;50.00000;40.00000;1
 566.12799;35.33000;102.38318;50.00000;40.00000;1
 566.27698;35.34000;102.38318;50.00000;40.00000;1
 566.43201;35.35000;102.38318;50.00000;40.00000;1
 566.57703;35.36000;102.33645;50.00000;40.00000;1
 566.73102;35.37000;102.33645;50.00000;40.00000;1
 566.88300;35.38000;102.33645;50.00000;40.00000;1
 567.02899;35.39000;102.33645;50.00000;40.00000;1
 567.18103;35.40000;102.33645;50.00000;40.00000;1
 567.33002;35.41000;102.33645;50.00000;40.00000;1
 567.48499;35.42000;102.33645;50.00000;40.00000;1
 567.63202;35.43000;102.33645;50.00000;40.00000;1
 567.78400;35.44000;102.33645;50.00000;40.00000;1
 567.94000;35.45000;102.35981;50.00000;40.00000;1
 568.08600;35.46000;102.35981;50.00000;40.00000;1
 568.22998;35.47000;102.35981;50.00000;40.00000;1
 568.38397;35.48000;102.35981;50.00000;40.00000;1
 568.53699;35.49000;102.35981;50.00000;40.00000;1
 568.68298;35.50000;102.35981;50.00000;40.00000;1
 568.83698;35.51000;102.33645;50.00000;40.00000;1
 568.98102;35.52000;102.33645;50.00000;40.00000;1
 569.13397;35.53000;102.33645;50.00000;40.00000;1
 569.28497;35.54000;102.33645;50.00000;40.00000;1
 569.43597;35.55000;102.33645;50.00000;40.00000;1
 569.58197;35.56000;102.33645;50.00000;40.00000;1
 569.73700;35.57000;102.33645;50.00000;40.00000;1
 569.88300;35.58000;102.35981;50.00000;40.00000;1
 570.03802;35.59000;102.35981;50.00000;40.00000;1
 570.18701;35.60000;102.35981;50.00000;40.00000;1
 570.32898;35.61000;102.35981;50.00000;40.00000;1
 570.47400;35.62000;102.35981;50.00000;40.00000;1
 570.62500;35.63000;102.35981;50.00000;40.00000;1
 570.78302;35.64000;102.35981;50.00000;40.00000;1
 570.92798;35.65000;102.35981;50.00000;40.00000;1
 571.08398;35.66000;102.35981;50.00000;40.00000;1
 571.22900;35.67000;102.35981;50.00000;40.00000;1
 571.37000;35.68000;102.35981;50.00000;40.00000;1
 571.53198;35.69000;102.35981;50.00000;40.00000;1
 571.68201;35.70000;102.35981;50.00000;40.00000;1
 571.83502;35.71000;102.35981;50.00000;40.00000;1
 571.97498;35.72000;102.35981;50.00000;40.00000;1
 572.13501;35.73000;102.35981;50.00000;40.00000;1
 572.28198;35.74000;102.33645;50.00000;40.00000;1
 572.42798;35.75000;102.33645;50.00000;40.00000;1
 572.57397;35.76000;102.33645;50.00000;40.00000;1
 572.72699;35.77000;102.33645;50.00000;40.00000;1
 572.87097;35.78000;102.33645;50.00000;40.00000;1
 573.02100;35.79000;102.33645;50.00000;40.00000;1
 573.17700;35.80000;102.33645;50.00000;40.00000;1
 573.33398;35.81000;102.33645;50.00000;40.00000;1
 573.48297;35.82000;102.33645;50.00000;40.00000;1
 573.62799;35.83000;102.33645;50.00000;40.00000;1
 573.78302;35.84000;102.33645;50.00000;40.00000;1
 573.93103;35.85000;102.33645;50.00000;40.00000;1
 574.07898;35.86000;102.33645;50.00000;40.00000;1
 574.23401;35.87000;102.33645;50.00000;40.00000;1
 574.38501;35.88000;102.33645;50.00000;40.00000;1
 574.52600;35.89000;102.33645;50.00000;40.00000;1
 574.68597;35.90000;102.33645;50.00000;40.00000;1
 574.83099;35.91000;102.35981;50.00000;40.00000;1
 574.97302;35.92000;102.35981;50.00000;40.00000;1
 575.13000;35.93000;102.35981;50.00000;40.00000;1
 575.27802;35.94000;102.35981;50.00000;40.00000;1
 575.42902;35.95000;102.35981;50.00000;40.00000;1
 575.57800;35.96000;102.35981;50.00000;40.00000;1
 575.72302;35.97000;102.35981;50.00000;40.00000;1
 575.88202;35.98000;102.38318;50.00000;40.00000;1
 576.02502;35.99000;102.38318;50.00000;40.00000;1
 576.17798;36.00000;102.38318;50.00000;40.00000;1
 576.32501;36.01000;102.38318;50.00000;40.00000;1
 576.47699;36.02000;102.38318;50.00000;40.00000;1
 576.62701;36.03000;102.38318;50.00000;40.00000;1
 576.78003;36.04000;102.38318;50.00000;40.00000;1
 576.92200;36.05000;102.38318;50.00000;40.00000;1
 577.07800;36.06000;102.35981;50.00000;40.00000;1
 577.22699;36.07000;102.35981;50.00000;40.00000;1
 577.37299;36.08000;102.35981;50.00000;40.00000;1
 577.52802;36.09000;102.35981;50.00000;40.00000;1
 577.68201;36.10000;102.35981;50.00000;40.00000;1
 577.82397;36.11000;102.35981;50.00000;40.00000;1
 577.97699;36.12000;102.35981;50.00000;40.00000;1
 578.12903;36.13000;102.35981;50.00000;40.00000;1
 578.28003;36.14000;102.35981;50.00000;40.00000;1
 578.43103;36.15000;102.35981;50.00000;40.00000;1
 578.56598;36.16000;102.35981;50.00000;40.00000;1
 578.72198;36.17000;102.35981;50.00000;40.00000;1
 578.87201;36.18000;102.35981;50.00000;40.00000;1
 579.01898;36.19000;102.35981;50.00000;40.00000;1
 579.16699;36.20000;102.35981;50.00000;40.00000;1
 579.32202;36.21000;102.35981;50.00000;40.00000;1
 579.46503;36.22000;102.35981;50.00000;40.00000;1
 579.62500;36.23000;102.35981;50.00000;40.00000;1
 579.77002;36.24000;102.35981;50.00000;40.00000;1
 579.91498;36.25000;102.38318;50.00000;40.00000;1
 580.06097;36.26000;102.38318;50.00000;40.00000;1
 580.20801;36.27000;102.35981;50.00000;40.00000;1
 580.36298;36.28000;102.35981;50.00000;40.00000;1
 580.50702;36.29000;102.35981;50.00000;40.00000;1
 580.65503;36.30000;102.35981;50.00000;40.00000;1
 580.81299;36.31000;102.35981;50.00000;40.00000;1
 580.96100;36.32000;102.35981;50.00000;40.00000;1
 581.10999;36.33000;102.35981;50.00000;40.00000;1
 581.26599;36.34000;102.35981;50.00000;40.00000;1
 581.41101;36.35000;102.35981;50.00000;40.00000;1
 581.56500;36.36000;102.35981;50.00000;40.00000;1
 581.71100;36.37000;102.35981;50.00000;40.00000;1
 581.86298;36.38000;102.38318;50.00000;40.00000;1
 582.01001;36.39000;102.38318;50.00000;40.00000;1
 582.15900;36.40000;102.38318;50.00000;40.00000;1
 582.31598;36.41000;102.38318;50.00000;40.00000;1
 582.46399;36.42000;102.38318;50.00000;40.00000;1
 582.61401;36.43000;102.38318;50.00000;40.00000;1
 582.76001;36.44000;102.38318;50.00000;40.00000;1
 582.90900;36.45000;102.38318;50.00000;40.00000;1
 583.06299;36.46000;102.38318;50.00000;40.00000;1
 583.20801;36.47000;102.38318;50.00000;40.00000;1
 583.37201;36.48000;102.35981;50.00000;40.00000;1
 583.51001;36.49000;102.35981;50.00000;40.00000;1
 583.65900;36.50000;102.38318;50.00000;40.00000;1
 583.81702;36.51000;102.38318;50.00000;40.00000;1
 583.96503;36.52000;102.38318;50.00000;40.00000;1
 584.11401;36.53000;102.38318;50.00000;40.00000;1
 584.26898;36.54000;102.38318;50.00000;40.00000;1
 584.40997;36.55000;102.35981;50.00000;40.00000;1
 584.55902;36.56000;102.35981;50.00000;40.00000;1
 584.70599;36.57000;102.35981;50.00000;40.00000;1
 584.86102;36.58000;102.35981;50.00000;40.00000;1
 585.00800;36.59000;102.38318;50.00000;40.00000;1
 585.15302;36.60000;102.38318;50.00000;40.00000;1
 585.30603;36.61000;102.38318;50.00000;40.00000;1
 585.45099;36.62000;102.35981;50.00000;40.00000;1
 585.60101;36.63000;102.35981;50.00000;40.00000;1
 585.75598;36.64000;102.35981;50.00000;40.00000;1
 585.90900;36.65000;102.35981;50.00000;40.00000;1
 586.04999;36.66000;102.35981;50.00000;40.00000;1
 586.20697;36.67000;102.35981;50.00000;40.00000;1
 586.35797;36.68000;102.35981;50.00000;40.00000;1
 586.50598;36.69000;102.35981;50.00000;40.00000;1
 586.66101;36.70000;102.35981;50.00000;40.00000;1
 586.79999;36.71000;102.35981;50.00000;40.00000;1
 586.95697;36.72000;102.35981;50.00000;40.00000;1
 587.10797;36.73000;102.35981;50.00000;40.00000;1
 587.25299;36.74000;102.35981;50.00000;40.00000;1
 587.40601;36.75000;102.35981;50.00000;40.00000;1
 587.55701;36.76000;102.33645;50.00000;40.00000;1
 587.70599;36.77000;102.35981;50.00000;40.00000;1
 587.85199;36.78000;102.35981;50.00000;40.00000;1
 588.00403;36.79000;102.35981;50.00000;40.00000;1
 588.15198;36.80000;102.35981;50.00000;40.00000;1
 588.28900;36.81000;102.35981;50.00000;40.00000;1
 588.44299;36.82000;102.35981;50.00000;40.00000;1
 588.59198;36.83000;102.35981;50.00000;40.00000;1
 588.74500;36.84000;102.35981;50.00000;40.00000;1
 588.88702;36.85000;102.35981;50.00000;40.00000;1
 589.03900;36.86000;102.35981;50.00000;40.00000;1
 589.20203;36.87000;102.35981;50.00000;40.00000;1
 589.34900;36.88000;102.35981;50.00000;40.00000;1
 589.49902;36.89000;102.35981;50.00000;40.00000;1
 589.64398;36.90000;102.35981;50.00000;40.00000;1
 589.79602;36.91000;102.35981;50.00000;40.00000;1
 589.94202;36.92000;102.35981;50.00000;40.00000;1
 590.09198;36.93000;102.35981;50.00000;40.00000;1
 590.23901;36.94000;102.40654;50.00000;40.00000;1
 590.39001;36.95000;102.40654;50.00000;40.00000;1
 590.54700;36.96000;102.40654;50.00000;40.00000;1
 590.69897;36.97000;102.40654;50.00000;40.00000;1
 590.84497;36.98000;102.40654;50.00000;40.00000;1
 590.99200;36.99000;102.40654;50.00000;40.00000;1
 591.14697;37.00000;102.40654;50.00000;40.00000;1
 591.29602;37.01000;102.40654;50.00000;40.00000;1
 591.44897;37.02000;102.40654;50.00000;40.00000;1
 591.59399;37.03000;102.40654;50.00000;40.00000;1
 591.75201;37.04000;102.40654;50.00000;40.00000;1
 591.89301;37.05000;102.40654;50.00000;40.00000;1
 592.04700;37.06000;102.40654;50.00000;40.00000;1
 592.19897;37.07000;102.40654;50.00000;40.00000;1
 592.34698;37.08000;102.40654;50.00000;40.00000;1
 592.48901;37.09000;102.40654;50.00000;40.00000;1
 592.64099;37.10000;102.38318;50.00000;40.00000;1
 592.79602;37.11000;102.38318;50.00000;40.00000;1
 592.93903;37.12000;102.38318;50.00000;40.00000;1
 593.09100;37.13000;102.38318;50.00000;40.00000;1
 593.24200;37.14000;102.38318;50.00000;40.00000;1
 593.39001;37.15000;102.38318;50.00000;40.00000;1
 593.54602;37.16000;102.38318;50.00000;40.00000;1
 593.68701;37.17000;102.38318;50.00000;40.00000;1
 593.83600;37.18000;102.38318;50.00000;40.00000;1
 593.98401;37.19000;102.38318;50.00000;40.00000;1
 594.13501;37.20000;102.38318;50.00000;40.00000;1
 594.28601;37.21000;102.38318;50.00000;40.00000;1
 594.43500;37.22000;102.38318;50.00000;40.00000;1
 594.59198;37.23000;102.38318;50.00000;40.00000;1
 594.74103;37.24000;102.38318;50.00000;40.00000;1
 594.89398;37.25000;102.38318;50.00000;40.00000;1
 595.03802;37.26000;102.38318;50.00000;40.00000;1
 595.18298;37.27000;102.38318;50.00000;40.00000;1
 595.34198;37.28000;102.38318;50.00000;40.00000;1
 595.48602;37.29000;102.38318;50.00000;40.00000;1
 595.64203;37.30000;102.38318;50.00000;40.00000;1
 595.78302;37.31000;102.38318;50.00000;40.00000;1
 595.93500;37.32000;102.38318;50.00000;40.00000;1
 596.08600;37.33000;102.38318;50.00000;40.00000;1
 596.24500;37.34000;102.38318;50.00000;40.00000;1
 596.39301;37.35000;102.38318;50.00000;40.00000;1
 596.53003;37.36000;102.38318;50.00000;40.00000;1
 596.69397;37.37000;102.38318;50.00000;40.00000;1
 596.83801;37.38000;102.38318;50.00000;40.00000;1
 596.98901;37.39000;102.38318;50.00000;40.00000;1
 597.13202;37.40000;102.38318;50.00000;40.00000;1
 597.28900;37.41000;102.35981;50.00000;40.00000;1
 597.44098;37.42000;102.35981;50.00000;40.00000;1
 597.58398;37.43000;102.35981;50.00000;40.00000;1
 597.73401;37.44000;102.35981;50.00000;40.00000;1
 597.88098;37.45000;102.35981;50.00000;40.00000;1
 598.03101;37.46000;102.35981;50.00000;40.00000;1
 598.19000;37.47000;102.35981;50.00000;40.00000;1
 598.32898;37.48000;102.35981;50.00000;40.00000;1
 598.48401;37.49000;102.35981;50.00000;40.00000;1
 598.63300;37.50000;102.35981;50.00000;40.00000;1
 598.78400;37.51000;102.35981;50.00000;40.00000;1
 598.93298;37.52000;102.35981;50.00000;40.00000;1
 599.07898;37.53000;102.35981;50.00000;40.00000;1
 599.22998;37.54000;102.35981;50.00000;40.00000;1
 599.38397;37.55000;102.35981;50.00000;40.00000;1
 599.52899;37.56000;102.35981;50.00000;40.00000;1
 599.68903;37.57000;102.35981;50.00000;40.00000;1
 599.83197;37.58000;102.35981;50.00000;40.00000;1
 599.98700;37.59000;102.35981;50.00000;40.00000;1
 600.13599;37.60000;102.33645;50.00000;40.00000;1
 600.28198;37.61000;102.33645;50.00000;40.00000;1
 600.43402;37.62000;102.33645;50.00000;40.00000;1
 600.57501;37.63000;102.38318;50.00000;40.00000;1
 600.73297;37.64000;102.38318;50.00000;40.00000;1
 600.87701;37.65000;102.38318;50.00000;40.00000;1
 601.02698;37.66000;102.38318;50.00000;40.00000;1
 601.17700;37.67000;102.38318;50.00000;40.00000;1
 601.32397;37.68000;102.38318;50.00000;40.00000;1
 601.47302;37.69000;102.38318;50.00000;40.00000;1
 601.63202;37.70000;102.38318;50.00000;40.00000;1
 601.77197;37.71000;102.38318;50.00000;40.00000;1
 601.92798;37.72000;102.38318;50.00000;40.00000;1
 602.08698;37.73000;102.38318;50.00000;40.00000;1
 602.22601;37.74000;102.38318;50.00000;40.00000;1
