Filename:	C:\Program Files (x86)\PerkinElmer\TGA Surfdrive\TGA Data\HS006_600C.tg8d 
Operator ID:	 
Sample ID:	HS006_600C 
Comment: 	 
Serial Number:	526B17062606 
Data Collected:	6-3-2025 13:24:30 
Sample Weight:	5.881 mg 
Display Weight:	5.881 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files (x86)\PerkinElmer\Pyris\Calibrations\20241217  HS.tg8c 
Date/Time:	17-12-2024 16:37:06 
Initial Conditions 
Temperature:	 30.00 °C 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	16077 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
1)	Hold for 20.0 min at 30.00°C 
 
2)	Heat from 30.00°C to 300.00°C at 10.00°C/min 
		Switch External Channel 6 to On 
			Action occurs Immediately 
 
3)	Heat from 300.00°C to 600.00°C at 10.00°C/min 
		Switch the Gas to Nitrogen at 25.0 ml/min  
			Action occurs Immediately 
 
4)	Hold for 60.0 min at 600.00°C 
 
5)	Hold for 30.0 min at 600.00°C 
		Switch the Gas to Argon at 25.0 ml/min  
			Action occurs Immediately 
 
6)	Hold for 60.0 min at 600.00°C 
		Switch External Channel 5 to On 
			Action occurs Immediately 
		Switch the Gas to Argon at 5.0 ml/min  
			Action occurs Immediately 
 
7)	Hold for 10.0 min at 600.00°C 
		Switch the Gas to Argon at 25.0 ml/min  
			Action occurs Immediately 
		Switch External Channel 5 to Off 
			Action occurs Immediately 
 
8)	Cool from 600.00°C to 50.00°C at 50.00°C/min 
		Switch External Channel 6 to Off 
			Action occurs Immediately 
 
9)	Hold for 20.0 min at 50.00°C 
 
1) TGA Isothermal 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Sample     	Balance      
	          	Weight     	Weight     	Temperature	Temperature	Purge Flow	Purge Flow 
	1.933333	5.804126	0.000000	30.000000	30.000000	25.000000	74.900000 
	1.950000	5.803870	0.000000	30.000000	29.990000	25.000000	74.900000 
	1.966667	5.803615	0.000000	30.000000	29.970000	25.000000	74.900000 
	1.983333	5.803396	0.000000	30.000000	29.960000	25.000000	74.900000 
	2.000000	5.803140	0.000000	30.000000	29.950000	25.000000	74.900000 
	2.016667	5.802885	0.000000	30.000000	29.930000	25.000000	74.900000 
	2.033333	5.802666	0.000000	30.000000	29.910000	25.000000	74.900000 
	2.050000	5.802410	0.000000	30.000000	29.900000	25.000000	74.900000 
	2.066667	5.802155	0.000000	30.000000	29.890000	25.000000	74.900000 
	2.083333	5.801936	0.000000	30.000000	29.880000	25.000000	74.900000 
	2.100000	5.801680	0.000000	30.000000	29.880000	25.000000	74.900000 
	2.116667	5.801461	0.000000	30.000000	29.880000	25.000000	74.900000 
	2.133333	5.801242	0.000000	30.000000	29.880000	25.000000	74.900000 
	2.150000	5.801023	0.000000	30.000000	29.890000	25.000000	74.900000 
	2.166667	5.800804	0.000000	30.000000	29.900000	25.000000	74.900000 
	2.183333	5.800622	0.000000	30.000000	29.910000	25.000000	74.900000 
	2.200000	5.800439	0.000000	30.000000	29.920000	25.000000	74.900000 
	2.216667	5.800293	0.000000	30.000000	29.930000	25.000000	74.900000 
	2.233333	5.800111	0.000000	30.000000	29.950000	25.000000	74.800000 
	2.250000	5.799928	0.000000	30.000000	29.950000	25.000000	74.900000 
	2.266667	5.799709	0.000000	30.000000	29.960000	25.000000	74.900000 
	2.283333	5.799527	0.000000	30.000000	29.970000	25.000000	74.900000 
	2.300000	5.799344	0.000000	30.000000	29.980000	25.000000	74.900000 
	2.316667	5.799162	0.000000	30.000000	29.990000	25.000000	74.900000 
	2.333333	5.798979	0.000000	30.000000	29.990000	25.000000	74.900000 
	2.350000	5.798797	0.000000	30.000000	30.000000	25.000000	74.900000 
	2.366667	5.798614	0.000000	30.000000	30.010000	25.000000	74.900000 
	2.383333	5.798395	0.000000	30.000000	30.020000	25.000000	74.900000 
	2.400000	5.798176	0.000000	30.000000	30.020000	25.000000	74.900000 
	2.416667	5.797921	0.000000	30.000000	30.020000	25.000000	74.900000 
	2.433333	5.797702	0.000000	30.000000	30.020000	25.000000	74.900000 
	2.450000	5.797519	0.000000	30.000000	30.030000	25.000000	75.000000 
	2.466667	5.797337	0.000000	30.000000	30.020000	25.000000	74.900000 
	2.483333	5.797154	0.000000	30.000000	30.020000	25.000000	74.900000 
	2.500000	5.796972	0.000000	30.000000	30.020000	25.000000	74.900000 
	2.516667	5.796753	0.000000	30.000000	30.030000	25.000000	74.900000 
	2.533333	5.796570	0.000000	30.000000	30.030000	25.000000	74.900000 
	2.550000	5.796388	0.000000	30.000000	30.030000	25.000000	74.900000 
	2.566667	5.796169	0.000000	30.000000	30.030000	25.000000	74.900000 
	2.583333	5.795986	0.000000	30.000000	30.020000	25.000000	75.000000 
	2.600000	5.795804	0.000000	30.000000	30.010000	25.000000	75.000000 
	2.616667	5.795585	0.000000	30.000000	30.010000	25.000000	74.900000 
	2.633333	5.795366	0.000000	30.000000	30.010000	25.000000	74.900000 
	2.650000	5.795147	0.000000	30.000000	30.000000	25.000000	74.900000 
